"","country_or_area","commodity_transaction","year","unit","quantity","quantity_footnotes","category"
"1897","Venezuela (Bolivar. Rep.)","Electricity - Consumption by manufacturing, construction and non-fuel industry",1992,"Kilowatt-hours, million",26896,NA,"total_electricity"
"1898","Venezuela (Bolivar. Rep.)","Electricity - Consumption by manufacturing, construction and non-fuel industry",1991,"Kilowatt-hours, million",25571,NA,"total_electricity"
"1899","Venezuela (Bolivar. Rep.)","Electricity - Consumption by manufacturing, construction and non-fuel industry",1990,"Kilowatt-hours, million",24612,NA,"total_electricity"
"1900","Chile","Electricity - Consumption by mining and quarrying",2014,"Kilowatt-hours, million",25434,NA,"total_electricity"
"1901","Chile","Electricity - Consumption by mining and quarrying",2013,"Kilowatt-hours, million",24238,NA,"total_electricity"
"1902","Chile","Electricity - Consumption by mining and quarrying",2012,"Kilowatt-hours, million",24274,NA,"total_electricity"
"1903","Chile","Electricity - Consumption by mining and quarrying",2011,"Kilowatt-hours, million",22290,NA,"total_electricity"
"1904","Chile","Electricity - Consumption by mining and quarrying",2010,"Kilowatt-hours, million",21839,NA,"total_electricity"
"1905","Chile","Electricity - Consumption by mining and quarrying",2009,"Kilowatt-hours, million",20950,NA,"total_electricity"
"1906","Chile","Electricity - Consumption by mining and quarrying",2008,"Kilowatt-hours, million",20279,NA,"total_electricity"
"1907","Chile","Electricity - Consumption by mining and quarrying",2007,"Kilowatt-hours, million",19559,NA,"total_electricity"
"1908","Chile","Electricity - Consumption by mining and quarrying",2006,"Kilowatt-hours, million",18492,NA,"total_electricity"
"1909","Chile","Electricity - Consumption by mining and quarrying",2005,"Kilowatt-hours, million",18095,NA,"total_electricity"
"1910","Chile","Electricity - Consumption by mining and quarrying",2004,"Kilowatt-hours, million",17997,NA,"total_electricity"
"1911","Chile","Electricity - Consumption by mining and quarrying",2003,"Kilowatt-hours, million",17197,NA,"total_electricity"
"1912","Chile","Electricity - Consumption by mining and quarrying",2002,"Kilowatt-hours, million",14867,NA,"total_electricity"
"1913","Chile","Electricity - Consumption by mining and quarrying",2001,"Kilowatt-hours, million",14409,NA,"total_electricity"
"1914","Chile","Electricity - Consumption by mining and quarrying",2000,"Kilowatt-hours, million",13594,NA,"total_electricity"
"1915","Chile","Electricity - Consumption by mining and quarrying",1999,"Kilowatt-hours, million",13540,NA,"total_electricity"
"1916","Chile","Electricity - Consumption by mining and quarrying",1998,"Kilowatt-hours, million",11486,NA,"total_electricity"
"1917","Chile","Electricity - Consumption by mining and quarrying",1997,"Kilowatt-hours, million",10493,NA,"total_electricity"
"1918","Chile","Electricity - Consumption by mining and quarrying",1996,"Kilowatt-hours, million",9023,NA,"total_electricity"
"1919","Chile","Electricity - Consumption by mining and quarrying",1995,"Kilowatt-hours, million",7655,NA,"total_electricity"
"1920","Chile","Electricity - Consumption by mining and quarrying",1994,"Kilowatt-hours, million",6827,NA,"total_electricity"
"1921","Chile","Electricity - Consumption by mining and quarrying",1993,"Kilowatt-hours, million",6463,NA,"total_electricity"
"1922","Chile","Electricity - Consumption by mining and quarrying",1992,"Kilowatt-hours, million",6287,NA,"total_electricity"
"1923","Chile","Electricity - Consumption by mining and quarrying",1991,"Kilowatt-hours, million",5700,NA,"total_electricity"
"1924","Chile","Electricity - Consumption by mining and quarrying",1990,"Kilowatt-hours, million",5301,NA,"total_electricity"
"1925","Colombia","Electricity - Consumption by mining and quarrying",2014,"Kilowatt-hours, million",3868,NA,"total_electricity"
"1926","Colombia","Electricity - Consumption by mining and quarrying",2013,"Kilowatt-hours, million",867,NA,"total_electricity"
"1927","Colombia","Electricity - Consumption by mining and quarrying",2012,"Kilowatt-hours, million",1244,NA,"total_electricity"
"1928","Colombia","Electricity - Consumption by mining and quarrying",2011,"Kilowatt-hours, million",1140,NA,"total_electricity"
"1929","Colombia","Electricity - Consumption by mining and quarrying",2010,"Kilowatt-hours, million",970,NA,"total_electricity"
"1930","Colombia","Electricity - Consumption by mining and quarrying",2009,"Kilowatt-hours, million",950,NA,"total_electricity"
"1931","Colombia","Electricity - Consumption by mining and quarrying",2008,"Kilowatt-hours, million",736,NA,"total_electricity"
"1932","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2014,"Kilowatt-hours, million",7877,NA,"total_electricity"
"1933","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2013,"Kilowatt-hours, million",8352,NA,"total_electricity"
"1934","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2012,"Kilowatt-hours, million",8855,NA,"total_electricity"
"1935","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2011,"Kilowatt-hours, million",9389,NA,"total_electricity"
"1936","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2010,"Kilowatt-hours, million",9955,NA,"total_electricity"
"1937","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2009,"Kilowatt-hours, million",10555,NA,"total_electricity"
"1938","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2008,"Kilowatt-hours, million",11191,NA,"total_electricity"
"1939","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2007,"Kilowatt-hours, million",10828,NA,"total_electricity"
"1940","Venezuela (Bolivar. Rep.)","Electricity - Consumption by non-ferrous metals",2006,"Kilowatt-hours, million",11481,NA,"total_electricity"
"1941","Chile","Electricity - Consumption by non-metallic minerals",2014,"Kilowatt-hours, million",447,NA,"total_electricity"
"1942","Chile","Electricity - Consumption by non-metallic minerals",2013,"Kilowatt-hours, million",574,NA,"total_electricity"
"1943","Chile","Electricity - Consumption by non-metallic minerals",2012,"Kilowatt-hours, million",558,NA,"total_electricity"
"1944","Chile","Electricity - Consumption by non-metallic minerals",2011,"Kilowatt-hours, million",519,NA,"total_electricity"
"1945","Chile","Electricity - Consumption by non-metallic minerals",2010,"Kilowatt-hours, million",546,NA,"total_electricity"
"1946","Chile","Electricity - Consumption by non-metallic minerals",2009,"Kilowatt-hours, million",508,NA,"total_electricity"
"1947","Chile","Electricity - Consumption by non-metallic minerals",2008,"Kilowatt-hours, million",607,NA,"total_electricity"
"1948","Chile","Electricity - Consumption by non-metallic minerals",2007,"Kilowatt-hours, million",587,NA,"total_electricity"
"1949","Chile","Electricity - Consumption by non-metallic minerals",2006,"Kilowatt-hours, million",593,NA,"total_electricity"
"1950","Chile","Electricity - Consumption by non-metallic minerals",2005,"Kilowatt-hours, million",492,NA,"total_electricity"
"1951","Chile","Electricity - Consumption by non-metallic minerals",2004,"Kilowatt-hours, million",481,NA,"total_electricity"
"1952","Chile","Electricity - Consumption by non-metallic minerals",2003,"Kilowatt-hours, million",510,NA,"total_electricity"
"1953","Chile","Electricity - Consumption by non-metallic minerals",2002,"Kilowatt-hours, million",462,NA,"total_electricity"
"1954","Chile","Electricity - Consumption by non-metallic minerals",2001,"Kilowatt-hours, million",423,NA,"total_electricity"
"1955","Chile","Electricity - Consumption by non-metallic minerals",2000,"Kilowatt-hours, million",399,NA,"total_electricity"
"1956","Chile","Electricity - Consumption by non-metallic minerals",1999,"Kilowatt-hours, million",401,NA,"total_electricity"
"1957","Chile","Electricity - Consumption by non-metallic minerals",1998,"Kilowatt-hours, million",467,NA,"total_electricity"
"1958","Chile","Electricity - Consumption by non-metallic minerals",1997,"Kilowatt-hours, million",473,NA,"total_electricity"
"1959","Chile","Electricity - Consumption by non-metallic minerals",1996,"Kilowatt-hours, million",435,NA,"total_electricity"
"1960","Chile","Electricity - Consumption by non-metallic minerals",1995,"Kilowatt-hours, million",412,NA,"total_electricity"
"1961","Chile","Electricity - Consumption by non-metallic minerals",1994,"Kilowatt-hours, million",397,NA,"total_electricity"
"1962","Chile","Electricity - Consumption by non-metallic minerals",1993,"Kilowatt-hours, million",377,NA,"total_electricity"
"1963","Chile","Electricity - Consumption by non-metallic minerals",1992,"Kilowatt-hours, million",340,NA,"total_electricity"
"1964","Chile","Electricity - Consumption by non-metallic minerals",1991,"Kilowatt-hours, million",293,NA,"total_electricity"
"1965","Chile","Electricity - Consumption by non-metallic minerals",1990,"Kilowatt-hours, million",272,NA,"total_electricity"
"1966","Colombia","Electricity - Consumption by non-metallic minerals",2014,"Kilowatt-hours, million",1449,NA,"total_electricity"
"1967","Argentina","Electricity - Consumption by other",2014,"Kilowatt-hours, million",74281,NA,"total_electricity"
"1968","Argentina","Electricity - Consumption by other",2013,"Kilowatt-hours, million",70674,NA,"total_electricity"
"1969","Argentina","Electricity - Consumption by other",2012,"Kilowatt-hours, million",68699,NA,"total_electricity"
"1970","Argentina","Electricity - Consumption by other",2011,"Kilowatt-hours, million",64857,NA,"total_electricity"
"1971","Argentina","Electricity - Consumption by other",2010,"Kilowatt-hours, million",63757,NA,"total_electricity"
"1972","Argentina","Electricity - Consumption by other",2009,"Kilowatt-hours, million",60197,NA,"total_electricity"
"1973","Argentina","Electricity - Consumption by other",2008,"Kilowatt-hours, million",58949,NA,"total_electricity"
"1974","Argentina","Electricity - Consumption by other",2007,"Kilowatt-hours, million",51865,NA,"total_electricity"
"1975","Argentina","Electricity - Consumption by other",2006,"Kilowatt-hours, million",50806,NA,"total_electricity"
"1976","Argentina","Electricity - Consumption by other",2005,"Kilowatt-hours, million",46437,NA,"total_electricity"
"1977","Argentina","Electricity - Consumption by other",2004,"Kilowatt-hours, million",43959,NA,"total_electricity"
"1978","Argentina","Electricity - Consumption by other",2003,"Kilowatt-hours, million",41711,NA,"total_electricity"
"1979","Argentina","Electricity - Consumption by other",2002,"Kilowatt-hours, million",40069,NA,"total_electricity"
"1980","Argentina","Electricity - Consumption by other",2001,"Kilowatt-hours, million",41731,NA,"total_electricity"
"1981","Argentina","Electricity - Consumption by other",2000,"Kilowatt-hours, million",39737,NA,"total_electricity"
"1982","Argentina","Electricity - Consumption by other",1999,"Kilowatt-hours, million",38364,NA,"total_electricity"
"1983","Argentina","Electricity - Consumption by other",1998,"Kilowatt-hours, million",36416,NA,"total_electricity"
"1984","Argentina","Electricity - Consumption by other",1997,"Kilowatt-hours, million",32989,NA,"total_electricity"
"1985","Argentina","Electricity - Consumption by other",1996,"Kilowatt-hours, million",31584,NA,"total_electricity"
"1986","Argentina","Electricity - Consumption by other",1995,"Kilowatt-hours, million",29586,NA,"total_electricity"
"1987","Argentina","Electricity - Consumption by other",1994,"Kilowatt-hours, million",27578,NA,"total_electricity"
"1988","Argentina","Electricity - Consumption by other",1993,"Kilowatt-hours, million",24703,NA,"total_electricity"
"1989","Argentina","Electricity - Consumption by other",1992,"Kilowatt-hours, million",22508,NA,"total_electricity"
"1990","Argentina","Electricity - Consumption by other",1991,"Kilowatt-hours, million",20244,NA,"total_electricity"
"1991","Argentina","Electricity - Consumption by other",1990,"Kilowatt-hours, million",19201,NA,"total_electricity"
"1992","Bolivia (Plur. State of)","Electricity - Consumption by other",2014,"Kilowatt-hours, million",5376,NA,"total_electricity"
"1993","Bolivia (Plur. State of)","Electricity - Consumption by other",2013,"Kilowatt-hours, million",5080,NA,"total_electricity"
"1994","Bolivia (Plur. State of)","Electricity - Consumption by other",2012,"Kilowatt-hours, million",4823,NA,"total_electricity"
"1995","Bolivia (Plur. State of)","Electricity - Consumption by other",2011,"Kilowatt-hours, million",4595,NA,"total_electricity"
"1996","Bolivia (Plur. State of)","Electricity - Consumption by other",2010,"Kilowatt-hours, million",4395,NA,"total_electricity"
"1997","Bolivia (Plur. State of)","Electricity - Consumption by other",2009,"Kilowatt-hours, million",3961,NA,"total_electricity"
"1998","Bolivia (Plur. State of)","Electricity - Consumption by other",2008,"Kilowatt-hours, million",3790,NA,"total_electricity"
"1999","Bolivia (Plur. State of)","Electricity - Consumption by other",2007,"Kilowatt-hours, million",3502,NA,"total_electricity"
"2000","Bolivia (Plur. State of)","Electricity - Consumption by other",2006,"Kilowatt-hours, million",3216,NA,"total_electricity"
"2001","Bolivia (Plur. State of)","Electricity - Consumption by other",2005,"Kilowatt-hours, million",3033,NA,"total_electricity"
"2002","Bolivia (Plur. State of)","Electricity - Consumption by other",2004,"Kilowatt-hours, million",2801,NA,"total_electricity"
"2003","Bolivia (Plur. State of)","Electricity - Consumption by other",2003,"Kilowatt-hours, million",2746,NA,"total_electricity"
"2004","Bolivia (Plur. State of)","Electricity - Consumption by other",2002,"Kilowatt-hours, million",2726,NA,"total_electricity"
"2005","Bolivia (Plur. State of)","Electricity - Consumption by other",2001,"Kilowatt-hours, million",2614,NA,"total_electricity"
"2006","Bolivia (Plur. State of)","Electricity - Consumption by other",2000,"Kilowatt-hours, million",2226,NA,"total_electricity"
"2007","Bolivia (Plur. State of)","Electricity - Consumption by other",1999,"Kilowatt-hours, million",2145,NA,"total_electricity"
"2008","Bolivia (Plur. State of)","Electricity - Consumption by other",1998,"Kilowatt-hours, million",2024,NA,"total_electricity"
"2009","Bolivia (Plur. State of)","Electricity - Consumption by other",1997,"Kilowatt-hours, million",1899,NA,"total_electricity"
"2010","Bolivia (Plur. State of)","Electricity - Consumption by other",1996,"Kilowatt-hours, million",1733,NA,"total_electricity"
"2011","Bolivia (Plur. State of)","Electricity - Consumption by other",1995,"Kilowatt-hours, million",1612,NA,"total_electricity"
"2012","Bolivia (Plur. State of)","Electricity - Consumption by other",1994,"Kilowatt-hours, million",1468,NA,"total_electricity"
"2013","Bolivia (Plur. State of)","Electricity - Consumption by other",1993,"Kilowatt-hours, million",1352,NA,"total_electricity"
"2014","Bolivia (Plur. State of)","Electricity - Consumption by other",1992,"Kilowatt-hours, million",1267,NA,"total_electricity"
"2015","Bolivia (Plur. State of)","Electricity - Consumption by other",1991,"Kilowatt-hours, million",1178,NA,"total_electricity"
"2016","Bolivia (Plur. State of)","Electricity - Consumption by other",1990,"Kilowatt-hours, million",1074,NA,"total_electricity"
"2017","Brazil","Electricity - Consumption by other",2014,"Kilowatt-hours, million",292374,NA,"total_electricity"
"2018","Brazil","Electricity - Consumption by other",2013,"Kilowatt-hours, million",274411,NA,"total_electricity"
"2019","Brazil","Electricity - Consumption by other",2012,"Kilowatt-hours, million",260641,NA,"total_electricity"
"2020","Brazil","Electricity - Consumption by other",2011,"Kilowatt-hours, million",245658,NA,"total_electricity"
"2021","Brazil","Electricity - Consumption by other",2010,"Kilowatt-hours, million",232850,NA,"total_electricity"
"2022","Brazil","Electricity - Consumption by other",2009,"Kilowatt-hours, million",219549,NA,"total_electricity"
"2023","Brazil","Electricity - Consumption by other",2008,"Kilowatt-hours, million",211030,NA,"total_electricity"
"2024","Brazil","Electricity - Consumption by other",2007,"Kilowatt-hours, million",200670,NA,"total_electricity"
"2025","Brazil","Electricity - Consumption by other",2006,"Kilowatt-hours, million",190498,NA,"total_electricity"
"2026","Brazil","Electricity - Consumption by other",2005,"Kilowatt-hours, million",185101,NA,"total_electricity"
"2027","Brazil","Electricity - Consumption by other",2004,"Kilowatt-hours, million",173646,NA,"total_electricity"
"2028","Brazil","Electricity - Consumption by other",2003,"Kilowatt-hours, million",168508,NA,"total_electricity"
"2029","Brazil","Electricity - Consumption by other",2002,"Kilowatt-hours, million",159130,NA,"total_electricity"
"2030","Brazil","Electricity - Consumption by other",2001,"Kilowatt-hours, million",157969,NA,"total_electricity"
"2031","Brazil","Electricity - Consumption by other",2000,"Kilowatt-hours, million",173179,NA,"total_electricity"
"2032","Brazil","Electricity - Consumption by other",1999,"Kilowatt-hours, million",165601,NA,"total_electricity"
"2033","Brazil","Electricity - Consumption by other",1998,"Kilowatt-hours, million",159805,NA,"total_electricity"
"2034","Brazil","Electricity - Consumption by other",1997,"Kilowatt-hours, million",148884,NA,"total_electricity"
"2035","Brazil","Electricity - Consumption by other",1996,"Kilowatt-hours, million",137758,NA,"total_electricity"
"2036","Brazil","Electricity - Consumption by other",1995,"Kilowatt-hours, million",128124,NA,"total_electricity"
"2037","Brazil","Electricity - Consumption by other",1994,"Kilowatt-hours, million",114686,NA,"total_electricity"
"2038","Brazil","Electricity - Consumption by other",1993,"Kilowatt-hours, million",109567,NA,"total_electricity"
"2039","Brazil","Electricity - Consumption by other",1992,"Kilowatt-hours, million",104824,NA,"total_electricity"
"2040","Brazil","Electricity - Consumption by other",1991,"Kilowatt-hours, million",101474,NA,"total_electricity"
"2041","Brazil","Electricity - Consumption by other",1990,"Kilowatt-hours, million",97327,NA,"total_electricity"
"2042","Chile","Electricity - Consumption by other",2014,"Kilowatt-hours, million",23162,NA,"total_electricity"
"2043","Chile","Electricity - Consumption by other",2013,"Kilowatt-hours, million",22031,NA,"total_electricity"
"2044","Chile","Electricity - Consumption by other",2012,"Kilowatt-hours, million",19591,NA,"total_electricity"
"2045","Chile","Electricity - Consumption by other",2011,"Kilowatt-hours, million",19022,NA,"total_electricity"
"2046","Chile","Electricity - Consumption by other",2010,"Kilowatt-hours, million",18453,NA,"total_electricity"
"2047","Chile","Electricity - Consumption by other",2009,"Kilowatt-hours, million",17023,NA,"total_electricity"
"2048","Chile","Electricity - Consumption by other",2008,"Kilowatt-hours, million",16573,NA,"total_electricity"
"2049","Chile","Electricity - Consumption by other",2007,"Kilowatt-hours, million",16808,NA,"total_electricity"
"2050","Chile","Electricity - Consumption by other",2006,"Kilowatt-hours, million",16186,NA,"total_electricity"
"2051","Chile","Electricity - Consumption by other",2005,"Kilowatt-hours, million",15492,NA,"total_electricity"
"2052","Chile","Electricity - Consumption by other",2004,"Kilowatt-hours, million",14647,NA,"total_electricity"
"2053","Chile","Electricity - Consumption by other",2003,"Kilowatt-hours, million",13327,NA,"total_electricity"
"2054","Chile","Electricity - Consumption by other",2002,"Kilowatt-hours, million",12671,NA,"total_electricity"
"2055","Chile","Electricity - Consumption by other",2001,"Kilowatt-hours, million",12085,NA,"total_electricity"
"2056","Chile","Electricity - Consumption by other",2000,"Kilowatt-hours, million",10849,NA,"total_electricity"
"2057","Chile","Electricity - Consumption by other",1999,"Kilowatt-hours, million",10224,NA,"total_electricity"
"2058","Chile","Electricity - Consumption by other",1998,"Kilowatt-hours, million",9711,NA,"total_electricity"
"2059","Chile","Electricity - Consumption by other",1997,"Kilowatt-hours, million",8923,NA,"total_electricity"
"2060","Chile","Electricity - Consumption by other",1996,"Kilowatt-hours, million",8327,NA,"total_electricity"
"2061","Chile","Electricity - Consumption by other",1995,"Kilowatt-hours, million",7439,NA,"total_electricity"
"2062","Chile","Electricity - Consumption by other",1994,"Kilowatt-hours, million",6930,NA,"total_electricity"
"2063","Chile","Electricity - Consumption by other",1993,"Kilowatt-hours, million",6301,NA,"total_electricity"
"2064","Chile","Electricity - Consumption by other",1992,"Kilowatt-hours, million",5879,NA,"total_electricity"
"2065","Chile","Electricity - Consumption by other",1991,"Kilowatt-hours, million",5382,NA,"total_electricity"
"2066","Chile","Electricity - Consumption by other",1990,"Kilowatt-hours, million",5125,NA,"total_electricity"
"2067","Colombia","Electricity - Consumption by other",2014,"Kilowatt-hours, million",34817,NA,"total_electricity"
"2068","Colombia","Electricity - Consumption by other",2013,"Kilowatt-hours, million",41751,NA,"total_electricity"
"2069","Colombia","Electricity - Consumption by other",2012,"Kilowatt-hours, million",36594,NA,"total_electricity"
"2070","Colombia","Electricity - Consumption by other",2011,"Kilowatt-hours, million",34949,NA,"total_electricity"
"2071","Colombia","Electricity - Consumption by other",2010,"Kilowatt-hours, million",34203,NA,"total_electricity"
"2072","Colombia","Electricity - Consumption by other",2009,"Kilowatt-hours, million",33159,NA,"total_electricity"
"2073","Colombia","Electricity - Consumption by other",2008,"Kilowatt-hours, million",30344,NA,"total_electricity"
"2074","Colombia","Electricity - Consumption by other",2007,"Kilowatt-hours, million",28403,NA,"total_electricity"
"2075","Colombia","Electricity - Consumption by other",2006,"Kilowatt-hours, million",27382,NA,"total_electricity"
"2076","Colombia","Electricity - Consumption by other",2005,"Kilowatt-hours, million",26312.03,NA,"total_electricity"
"2077","Colombia","Electricity - Consumption by other",2004,"Kilowatt-hours, million",26223,NA,"total_electricity"
"2078","Colombia","Electricity - Consumption by other",2003,"Kilowatt-hours, million",24571,NA,"total_electricity"
"2079","Colombia","Electricity - Consumption by other",2002,"Kilowatt-hours, million",24255,NA,"total_electricity"
"2080","Colombia","Electricity - Consumption by other",2001,"Kilowatt-hours, million",23904,NA,"total_electricity"
"2081","Colombia","Electricity - Consumption by other",2000,"Kilowatt-hours, million",21872,NA,"total_electricity"
"2082","Colombia","Electricity - Consumption by other",1999,"Kilowatt-hours, million",22107,NA,"total_electricity"
"2083","Colombia","Electricity - Consumption by other",1998,"Kilowatt-hours, million",22470,NA,"total_electricity"
"2084","Colombia","Electricity - Consumption by other",1997,"Kilowatt-hours, million",23994,NA,"total_electricity"
"2085","Colombia","Electricity - Consumption by other",1996,"Kilowatt-hours, million",23078,NA,"total_electricity"
"2086","Colombia","Electricity - Consumption by other",1995,"Kilowatt-hours, million",25040,NA,"total_electricity"
"2087","Colombia","Electricity - Consumption by other",1994,"Kilowatt-hours, million",23874,NA,"total_electricity"
"2088","Colombia","Electricity - Consumption by other",1993,"Kilowatt-hours, million",23071,NA,"total_electricity"
"2089","Colombia","Electricity - Consumption by other",1992,"Kilowatt-hours, million",21372,NA,"total_electricity"
"2090","Colombia","Electricity - Consumption by other",1991,"Kilowatt-hours, million",19174,NA,"total_electricity"
"2091","Colombia","Electricity - Consumption by other",1990,"Kilowatt-hours, million",18418,NA,"total_electricity"
"2092","Ecuador","Electricity - Consumption by other",2014,"Kilowatt-hours, million",12984.1,NA,"total_electricity"
"2093","Ecuador","Electricity - Consumption by other",2013,"Kilowatt-hours, million",12059.1,NA,"total_electricity"
"2094","Ecuador","Electricity - Consumption by other",2012,"Kilowatt-hours, million",11162.5,NA,"total_electricity"
"2095","Ecuador","Electricity - Consumption by other",2011,"Kilowatt-hours, million",10450.9,NA,"total_electricity"
"2096","Ecuador","Electricity - Consumption by other",2010,"Kilowatt-hours, million",9659.9,NA,"total_electricity"
"2097","Ecuador","Electricity - Consumption by other",2009,"Kilowatt-hours, million",9070.1,NA,"total_electricity"
"2098","Ecuador","Electricity - Consumption by other",2008,"Kilowatt-hours, million",9235,NA,"total_electricity"
"2099","Ecuador","Electricity - Consumption by other",2007,"Kilowatt-hours, million",8711,NA,"total_electricity"
"2100","Ecuador","Electricity - Consumption by other",2006,"Kilowatt-hours, million",8303,NA,"total_electricity"
"2101","Ecuador","Electricity - Consumption by other",2005,"Kilowatt-hours, million",7757,NA,"total_electricity"
"2102","Ecuador","Electricity - Consumption by other",2004,"Kilowatt-hours, million",7202,NA,"total_electricity"
"2103","Ecuador","Electricity - Consumption by other",2003,"Kilowatt-hours, million",6562,NA,"total_electricity"
"2104","Ecuador","Electricity - Consumption by other",2002,"Kilowatt-hours, million",6152,NA,"total_electricity"
"2105","Ecuador","Electricity - Consumption by other",2001,"Kilowatt-hours, million",5872,NA,"total_electricity"
"2106","Ecuador","Electricity - Consumption by other",2000,"Kilowatt-hours, million",5684,NA,"total_electricity"
"2107","Ecuador","Electricity - Consumption by other",1999,"Kilowatt-hours, million",5639,NA,"total_electricity"
"2108","Ecuador","Electricity - Consumption by other",1998,"Kilowatt-hours, million",6122,NA,"total_electricity"
"2109","Ecuador","Electricity - Consumption by other",1997,"Kilowatt-hours, million",5776,NA,"total_electricity"
"2110","Ecuador","Electricity - Consumption by other",1996,"Kilowatt-hours, million",5185,NA,"total_electricity"
"2111","Ecuador","Electricity - Consumption by other",1995,"Kilowatt-hours, million",4584,NA,"total_electricity"
"2112","Ecuador","Electricity - Consumption by other",1994,"Kilowatt-hours, million",4293,NA,"total_electricity"
"2113","Ecuador","Electricity - Consumption by other",1993,"Kilowatt-hours, million",3943,NA,"total_electricity"
"2114","Ecuador","Electricity - Consumption by other",1992,"Kilowatt-hours, million",3834,NA,"total_electricity"
"2115","Ecuador","Electricity - Consumption by other",1991,"Kilowatt-hours, million",3597,NA,"total_electricity"
"2116","Ecuador","Electricity - Consumption by other",1990,"Kilowatt-hours, million",3269,NA,"total_electricity"
"2117","Guyana","Electricity - Consumption by other",2014,"Kilowatt-hours, million",429.99,NA,"total_electricity"
"2118","Guyana","Electricity - Consumption by other",2013,"Kilowatt-hours, million",468.64,NA,"total_electricity"
"2119","Guyana","Electricity - Consumption by other",2012,"Kilowatt-hours, million",367.6,NA,"total_electricity"
"2120","Guyana","Electricity - Consumption by other",2011,"Kilowatt-hours, million",348.4,NA,"total_electricity"
"2121","Guyana","Electricity - Consumption by other",2010,"Kilowatt-hours, million",330.1,NA,"total_electricity"
"2122","Guyana","Electricity - Consumption by other",2009,"Kilowatt-hours, million",431.3,NA,"total_electricity"
"2123","Guyana","Electricity - Consumption by other",2008,"Kilowatt-hours, million",425.6,NA,"total_electricity"
"2124","Guyana","Electricity - Consumption by other",2007,"Kilowatt-hours, million",442.6,NA,"total_electricity"
"2125","Guyana","Electricity - Consumption by other",2006,"Kilowatt-hours, million",404.79,NA,"total_electricity"
"2126","Guyana","Electricity - Consumption by other",2005,"Kilowatt-hours, million",374.59,NA,"total_electricity"
"2127","Guyana","Electricity - Consumption by other",2004,"Kilowatt-hours, million",558.45,NA,"total_electricity"
"2128","Guyana","Electricity - Consumption by other",2003,"Kilowatt-hours, million",527.83,NA,"total_electricity"
"2129","Guyana","Electricity - Consumption by other",2002,"Kilowatt-hours, million",632,NA,"total_electricity"
"2130","Guyana","Electricity - Consumption by other",2001,"Kilowatt-hours, million",645.97,NA,"total_electricity"
"2131","Guyana","Electricity - Consumption by other",2000,"Kilowatt-hours, million",632.44,NA,"total_electricity"
"2132","Guyana","Electricity - Consumption by other",1999,"Kilowatt-hours, million",594.79,NA,"total_electricity"
"2133","Guyana","Electricity - Consumption by other",1998,"Kilowatt-hours, million",593,NA,"total_electricity"
"2134","Guyana","Electricity - Consumption by other",1997,"Kilowatt-hours, million",545.56,NA,"total_electricity"
"2135","Guyana","Electricity - Consumption by other",1996,"Kilowatt-hours, million",462.9,NA,"total_electricity"
"2136","Guyana","Electricity - Consumption by other",1995,"Kilowatt-hours, million",377,NA,"total_electricity"
"2137","Guyana","Electricity - Consumption by other",1994,"Kilowatt-hours, million",370,NA,"total_electricity"
"2138","Guyana","Electricity - Consumption by other",1993,"Kilowatt-hours, million",123,NA,"total_electricity"
"2139","Guyana","Electricity - Consumption by other",1992,"Kilowatt-hours, million",122,NA,"total_electricity"
"2140","Guyana","Electricity - Consumption by other",1991,"Kilowatt-hours, million",126,NA,"total_electricity"
"2141","Guyana","Electricity - Consumption by other",1990,"Kilowatt-hours, million",130,NA,"total_electricity"
"2142","Paraguay","Electricity - Consumption by other",2014,"Kilowatt-hours, million",5993.2,NA,"total_electricity"
"2143","Paraguay","Electricity - Consumption by other",2013,"Kilowatt-hours, million",5451.05,NA,"total_electricity"
"2144","Paraguay","Electricity - Consumption by other",2012,"Kilowatt-hours, million",4879.31,NA,"total_electricity"
"2145","Paraguay","Electricity - Consumption by other",2011,"Kilowatt-hours, million",4456.24,NA,"total_electricity"
"2146","Paraguay","Electricity - Consumption by other",2010,"Kilowatt-hours, million",3980.44,NA,"total_electricity"
"2147","Paraguay","Electricity - Consumption by other",2009,"Kilowatt-hours, million",3715.99,NA,"total_electricity"
"2148","Paraguay","Electricity - Consumption by other",2008,"Kilowatt-hours, million",3302.48,NA,"total_electricity"
"2149","Paraguay","Electricity - Consumption by other",2007,"Kilowatt-hours, million",3064.82,NA,"total_electricity"
"2150","Paraguay","Electricity - Consumption by other",2006,"Kilowatt-hours, million",2801.72,NA,"total_electricity"
"2151","Paraguay","Electricity - Consumption by other",2005,"Kilowatt-hours, million",2607.19,NA,"total_electricity"
"2152","Paraguay","Electricity - Consumption by other",2004,"Kilowatt-hours, million",2448.39,NA,"total_electricity"
"2153","Paraguay","Electricity - Consumption by other",2003,"Kilowatt-hours, million",2446.72,NA,"total_electricity"
